date,year,home_team,away_team,home_team_clean,away_team_clean,tournament,home_matches_before,away_matches_before,matches_before_diff,home_win_rate_before,away_win_rate_before,win_rate_diff,home_draw_rate_before,away_draw_rate_before,draw_rate_diff,home_avg_goals_for_before,away_avg_goals_for_before,avg_goals_for_diff,home_avg_goals_against_before,away_avg_goals_against_before,avg_goals_against_diff,home_goal_diff_per_match_before,away_goal_diff_per_match_before,goal_diff_per_match_diff,is_neutral,is_world_cup,is_friendly,result,_row_id,home_fifa_ref_date,home_fifa_rank,home_fifa_total_points,away_fifa_ref_date,away_fifa_rank,away_fifa_total_points,home_ref_date,home_elo,away_ref_date,away_elo,fifa_rank_advantage,fifa_points_diff,elo_diff,is_qualifier,is_nations_league,is_continental_cup,rank_gap_abs,home_rank_strength,away_rank_strength,rank_strength_diff,home_is_top10,away_is_top10,top10_diff,home_is_top25,away_is_top25,top25_diff,attack_form_diff,form_score_diff
2022-06-05,2022,Madagascar,Angola,madagascar,angola,African Cup of Nations qualification,12,12,0,0.08333333333333333,0.3333333333333333,-0.25,0.25,0.25,0.0,0.5833333333333334,1.0833333333333333,-0.4999999999999999,1.75,1.0833333333333333,0.6666666666666667,-1.1666666666666667,0.0,-1.1666666666666667,0,0,0,1,3931,2018-06-07,106.0,307.7,2018-06-07,137.0,209.08,,,,,31.0,98.61999999999998,,1,0,1,31.0,0.009433962264150943,0.0072992700729927005,0.0021346921911582425,0,0,0,0,0,0,-1.1666666666666665,-0.4291666666666667
2022-06-05,2022,Botswana,Tunisia,botswana,tunisia,African Cup of Nations qualification,12,12,0,0.16666666666666666,0.5833333333333334,-0.41666666666666674,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.6666666666666666,1.1666666666666667,-0.5000000000000001,1.25,0.5,0.75,-0.5833333333333334,0.6666666666666666,-1.25,0,0,0,1,3932,2018-06-07,139.0,204.52,2018-06-07,21.0,909.91,,,,,-118.0,-705.39,,1,0,1,118.0,0.007194244604316547,0.047619047619047616,-0.04042480301473107,0,0,0,0,1,-1,-1.25,-0.525
2022-06-05,2022,Guatemala,Belize,guatemala,belize,CONCACAF Nations League,12,12,0,0.4166666666666667,0.25,0.16666666666666669,0.3333333333333333,0.08333333333333333,0.25,1.4166666666666667,1.0,0.41666666666666674,1.0,2.0,-1.0,0.4166666666666667,-1.0,1.4166666666666667,0,0,0,2,3933,2018-06-07,146.0,179.79,2018-06-07,163.0,115.31,,,,,17.0,64.47999999999999,,0,1,0,17.0,0.00684931506849315,0.006134969325153374,0.0007143457433397759,0,0,0,0,0,0,1.4166666666666667,0.49583333333333335
2022-06-05,2022,Cuba,Barbados,cuba,barbados,CONCACAF Nations League,12,12,0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,-0.16666666666666666,1.1666666666666667,0.75,0.41666666666666674,1.4166666666666667,2.9166666666666665,-1.4999999999999998,-0.25,-2.1666666666666665,1.9166666666666665,0,0,0,2,3934,2018-06-07,181.0,74.88,2018-06-07,160.0,127.07,,,,,-21.0,-52.19,,0,1,0,21.0,0.0055248618784530384,0.00625,-0.0007251381215469619,0,0,0,0,0,0,1.9166666666666665,0.5375
2022-06-05,2022,Dominica,Anguilla,dominica,anguilla,CONCACAF Nations League,12,12,0,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,1.0,0.25,0.75,1.5,5.25,-3.75,-0.5,-5.0,4.5,1,0,0,1,3938,2018-06-07,177.0,86.07,2018-06-07,206.0,0.0,,,,,29.0,86.07,,0,1,0,29.0,0.005649717514124294,0.0048543689320388345,0.0007953485820854592,0,0,0,0,0,0,4.5,1.3083333333333333
2022-06-05,2022,Portugal,Switzerland,portugal,switzerland,UEFA Nations League,12,12,0,0.5833333333333334,0.3333333333333333,0.25000000000000006,0.25,0.5,-0.25,2.0833333333333335,1.6666666666666667,0.41666666666666674,0.75,0.9166666666666666,-0.16666666666666663,1.3333333333333333,0.75,0.5833333333333333,0,0,0,2,3939,2018-06-07,4.0,1273.69,2018-06-07,6.0,1198.72,,,,,2.0,74.97000000000003,,0,1,0,2.0,0.25,0.16666666666666666,0.08333333333333334,1,1,0,1,1,0,0.5833333333333334,0.23333333333333334
2022-06-05,2022,Egypt,Guinea,egypt,guinea,African Cup of Nations qualification,12,12,0,0.4166666666666667,0.16666666666666666,0.25,0.3333333333333333,0.4166666666666667,-0.08333333333333337,0.6666666666666666,0.6666666666666666,0.0,0.4166666666666667,1.3333333333333333,-0.9166666666666665,0.25,-0.6666666666666666,0.9166666666666666,0,0,0,2,3940,2018-06-07,45.0,649.43,2018-06-07,68.0,462.98,,,,,23.0,186.44999999999993,,1,0,1,23.0,0.022222222222222223,0.014705882352941176,0.007516339869281047,0,0,0,0,0,0,0.9166666666666665,0.35
2022-06-05,2022,Kosovo,Greece,kosovo,greece,UEFA Nations League,12,12,0,0.3333333333333333,0.4166666666666667,-0.08333333333333337,0.25,0.25,0.0,1.1666666666666667,1.0,0.16666666666666674,1.1666666666666667,0.9166666666666666,0.2500000000000001,0.0,0.08333333333333333,-0.08333333333333333,0,0,0,0,3941,2018-06-07,141.0,197.2,2018-06-07,44.0,649.82,,,,,-97.0,-452.62000000000006,,0,1,0,97.0,0.0070921985815602835,0.022727272727272728,-0.015635074145712444,0,0,0,0,0,0,-0.08333333333333337,-0.0666666666666667
2022-06-05,2022,San Marino,Malta,san marino,malta,UEFA Nations League,12,12,0,0.0,0.25,-0.25,0.0,0.08333333333333333,-0.08333333333333333,0.25,0.8333333333333334,-0.5833333333333334,4.416666666666667,2.3333333333333335,2.0833333333333335,-4.166666666666667,-1.5,-2.666666666666667,0,0,0,0,3942,2018-06-07,203.0,7.92,2018-06-07,184.0,65.11,,,,,-19.0,-57.19,,0,1,0,19.0,0.0049261083743842365,0.005434782608695652,-0.0005086742343114155,0,0,0,0,0,0,-2.666666666666667,-0.8208333333333334
2022-06-05,2022,Sweden,Norway,sweden,norway,UEFA Nations League,12,12,0,0.5833333333333334,0.5833333333333334,0.0,0.0,0.25,-0.25,1.4166666666666667,2.0833333333333335,-0.6666666666666667,1.0833333333333333,0.5833333333333334,0.4999999999999999,0.3333333333333333,1.5,-1.1666666666666667,0,0,0,0,3943,2018-06-07,24.0,879.9,2018-06-07,53.0,595.99,,,,,29.0,283.90999999999997,,0,1,0,29.0,0.041666666666666664,0.018867924528301886,0.02279874213836478,0,0,0,1,0,1,-1.1666666666666665,-0.3416666666666667
2022-06-05,2022,Czech Republic,Spain,czechia,spain,UEFA Nations League,12,12,0,0.5,0.5833333333333334,-0.08333333333333337,0.25,0.25,0.0,1.75,1.8333333333333333,-0.08333333333333326,0.9166666666666666,0.75,0.16666666666666663,0.8333333333333334,1.0833333333333333,-0.2499999999999999,0,0,0,1,3944,2018-06-07,46.0,640.7,2018-06-07,10.0,1125.5,,,,,-36.0,-484.79999999999995,,0,1,0,36.0,0.021739130434782608,0.1,-0.0782608695652174,0,1,-1,0,1,-1,-0.2499999999999999,-0.10833333333333334
2022-06-05,2022,Bulgaria,Georgia,bulgaria,georgia,UEFA Nations League,12,12,0,0.25,0.5,-0.25,0.25,0.08333333333333333,0.16666666666666669,1.0833333333333333,1.0833333333333333,0.0,1.6666666666666667,1.3333333333333333,0.3333333333333335,-0.5833333333333334,-0.25,-0.33333333333333337,0,0,0,0,3946,2018-06-07,49.0,614.39,2018-06-07,96.0,351.51,,,,,47.0,262.88,,0,1,0,47.0,0.02040816326530612,0.010416666666666666,0.009991496598639455,0,0,0,0,0,0,-0.3333333333333335,-0.1875
2022-06-05,2022,Saudi Arabia,Colombia,saudi arabia,colombia,Friendly,12,12,0,0.5,0.3333333333333333,0.16666666666666669,0.25,0.4166666666666667,-0.16666666666666669,0.8333333333333334,0.8333333333333334,0.0,0.6666666666666666,0.5,0.16666666666666663,0.16666666666666666,0.3333333333333333,-0.16666666666666666,1,0,1,0,3947,2018-06-07,67.0,465.28,2018-06-07,16.0,985.97,,,,,-51.0,-520.69,,0,0,0,51.0,0.014925373134328358,0.0625,-0.04757462686567164,0,0,0,0,1,-1,-0.16666666666666663,0.016666666666666684
2022-06-05,2022,Cyprus,Northern Ireland,cyprus,northern ireland,UEFA Nations League,12,12,0,0.08333333333333333,0.4166666666666667,-0.33333333333333337,0.16666666666666666,0.16666666666666666,0.0,0.4166666666666667,1.0833333333333333,-0.6666666666666665,2.25,0.75,1.5,-1.8333333333333333,0.3333333333333333,-2.1666666666666665,0,0,0,1,3948,2018-06-07,87.0,383.53,2018-06-07,29.0,803.22,,,,,-58.0,-419.69000000000005,,0,1,0,58.0,0.011494252873563218,0.034482758620689655,-0.022988505747126436,0,0,0,0,0,0,-2.1666666666666665,-0.725
2022-06-05,2022,Mexico,Ecuador,mexico,ecuador,Friendly,12,12,0,0.4166666666666667,0.4166666666666667,0.0,0.3333333333333333,0.4166666666666667,-0.08333333333333337,0.9166666666666666,1.3333333333333333,-0.41666666666666663,0.9166666666666666,0.9166666666666666,0.0,0.0,0.4166666666666667,-0.4166666666666667,1,0,1,1,3949,2018-06-07,15.0,989.44,2018-06-07,60.0,523.85,,,,,45.0,465.59000000000003,,0,0,0,45.0,0.06666666666666667,0.016666666666666666,0.05,0,0,0,1,0,1,-0.41666666666666663,-0.12083333333333335
2022-06-05,2022,Peru,New Zealand,peru,new zealand,Friendly,12,12,0,0.5,0.75,-0.25,0.16666666666666666,0.0,0.16666666666666666,1.25,2.25,-1.0,0.6666666666666666,0.8333333333333334,-0.16666666666666674,0.5833333333333334,1.4166666666666667,-0.8333333333333334,1,0,1,2,3950,2018-06-07,11.0,1125.39,2018-06-07,120.0,255.78,,,,,109.0,869.6100000000001,,0,0,0,109.0,0.09090909090909091,0.008333333333333333,0.08257575757575758,0,0,0,1,0,1,-0.8333333333333333,-0.3125
2022-06-05,2022,United States,Uruguay,united states,uruguay,Friendly,12,12,0,0.5833333333333334,0.5833333333333334,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,1.5,1.4166666666666667,0.08333333333333326,0.6666666666666666,1.1666666666666667,-0.5000000000000001,0.8333333333333334,0.25,0.5833333333333334,0,0,1,1,3951,2018-06-07,25.0,872.68,2018-06-07,14.0,1018.41,,,,,-11.0,-145.73000000000002,,0,0,0,11.0,0.04,0.07142857142857142,-0.031428571428571424,0,0,0,1,1,0,0.5833333333333334,0.1625
2022-06-05,2022,Serbia,Slovenia,serbia,slovenia,UEFA Nations League,12,12,0,0.5833333333333334,0.3333333333333333,0.25000000000000006,0.16666666666666666,0.4166666666666667,-0.25,1.75,1.5833333333333333,0.16666666666666674,0.8333333333333334,1.0833333333333333,-0.2499999999999999,0.9166666666666666,0.5,0.41666666666666663,0,0,0,2,3952,2018-06-07,34.0,750.75,2018-06-07,56.0,558.05,,,,,22.0,192.70000000000005,,0,1,0,22.0,0.029411764705882353,0.017857142857142856,0.011554621848739496,0,0,0,0,0,0,0.41666666666666663,0.1916666666666667
2022-06-05,2022,Argentina,Estonia,argentina,estonia,Friendly,12,12,0,0.75,0.3333333333333333,0.4166666666666667,0.25,0.16666666666666666,0.08333333333333334,1.75,0.8333333333333334,0.9166666666666666,0.25,1.25,-1.0,1.5,-0.4166666666666667,1.9166666666666667,1,0,1,2,3953,2018-06-07,5.0,1241.45,2018-06-07,94.0,359.41,,,,,89.0,882.04,,0,0,0,89.0,0.2,0.010638297872340425,0.1893617021276596,1,0,1,1,0,1,1.9166666666666665,0.7250000000000001
2022-06-06,2022,Austria,Denmark,austria,denmark,UEFA Nations League,12,12,0,0.5,0.75,-0.25,0.08333333333333333,0.0,0.08333333333333333,1.8333333333333333,2.1666666666666665,-0.33333333333333326,1.3333333333333333,0.9166666666666666,0.41666666666666663,0.5,1.25,-0.75,0,0,0,0,3954,2018-06-07,26.0,844.7,2018-06-07,12.0,1051.44,,,,,-14.0,-206.74,,0,1,0,14.0,0.038461538461538464,0.08333333333333333,-0.044871794871794865,0,0,0,0,1,-1,-0.7499999999999999,-0.30833333333333335
2022-06-06,2022,Equatorial Guinea,Libya,equatorial guinea,libya,African Cup of Nations qualification,12,12,0,0.3333333333333333,0.4166666666666667,-0.08333333333333337,0.3333333333333333,0.08333333333333333,0.25,0.6666666666666666,0.75,-0.08333333333333337,1.0833333333333333,1.0833333333333333,0.0,-0.4166666666666667,-0.3333333333333333,-0.08333333333333337,0,0,0,2,3955,2018-06-07,143.0,189.97,2018-06-07,101.0,335.87,,,,,-42.0,-145.9,,1,0,1,42.0,0.006993006993006993,0.009900990099009901,-0.002907983106002908,0,0,0,0,0,0,-0.08333333333333337,-0.016666666666666698
2022-06-06,2022,Honduras,Curaçao,honduras,curacao,CONCACAF Nations League,12,12,0,0.08333333333333333,0.25,-0.16666666666666669,0.08333333333333333,0.3333333333333333,-0.25,0.5833333333333334,1.5833333333333333,-0.9999999999999999,1.9166666666666667,1.0833333333333333,0.8333333333333335,-1.3333333333333333,0.5,-1.8333333333333333,0,0,0,0,3956,2018-06-07,62.0,503.3,2018-06-07,81.0,408.27,,,,,19.0,95.03000000000003,,0,1,0,19.0,0.016129032258064516,0.012345679012345678,0.0037833532457188374,0,0,0,0,0,0,-1.8333333333333335,-0.6
2022-06-06,2022,Trinidad and Tobago,Bahamas,trinidad and tobago,bahamas,CONCACAF Nations League,12,12,0,0.3333333333333333,0.4166666666666667,-0.08333333333333337,0.4166666666666667,0.16666666666666666,0.25,1.8333333333333333,1.3333333333333333,0.5,1.0833333333333333,1.9166666666666667,-0.8333333333333335,0.75,-0.5833333333333334,1.3333333333333335,0,0,0,2,3958,2018-06-07,91.0,369.54,2018-06-07,206.0,0.0,,,,,115.0,369.54,,0,1,0,115.0,0.01098901098901099,0.0048543689320388345,0.006134642056972155,0,0,0,0,0,0,1.3333333333333335,0.3375
2022-06-06,2022,Cayman Islands,British Virgin Islands,cayman islands,british virgin islands,CONCACAF Nations League,12,12,0,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.9166666666666666,0.75,0.16666666666666663,2.4166666666666665,3.5833333333333335,-1.166666666666667,-1.5,-2.8333333333333335,1.3333333333333335,0,0,0,1,3961,2018-06-07,202.0,8.5,2018-06-07,204.0,4.25,,,,,2.0,4.25,,0,1,0,2.0,0.0049504950495049506,0.004901960784313725,4.853426519122513e-05,0,0,0,0,0,0,1.3333333333333335,0.5166666666666667
2022-06-06,2022,Belarus,Azerbaijan,belarus,azerbaijan,UEFA Nations League,12,12,0,0.25,0.08333333333333333,0.16666666666666669,0.0,0.16666666666666666,-0.16666666666666666,0.75,0.6666666666666666,0.08333333333333337,2.0833333333333335,1.9166666666666667,0.16666666666666674,-1.3333333333333333,-1.25,-0.08333333333333326,1,0,0,1,3962,2018-06-07,78.0,417.42,2018-06-07,105.0,321.48,,,,,27.0,95.94,,0,1,0,27.0,0.01282051282051282,0.009523809523809525,0.0032967032967032954,0,0,0,0,0,0,-0.08333333333333337,0.03750000000000004
2022-06-06,2022,Croatia,France,croatia,france,UEFA Nations League,12,12,0,0.5833333333333334,0.5833333333333334,0.0,0.25,0.3333333333333333,-0.08333333333333331,2.1666666666666665,2.6666666666666665,-0.5,1.1666666666666667,1.0833333333333333,0.08333333333333348,1.0,1.5833333333333333,-0.5833333333333333,0,0,0,1,3963,2018-06-07,20.0,945.18,2018-06-07,7.0,1198.13,,,,,-13.0,-252.95000000000016,,0,1,0,13.0,0.05,0.14285714285714285,-0.09285714285714285,0,1,-1,1,1,0,-0.5833333333333335,-0.16249999999999998
2022-06-06,2022,Slovakia,Kazakhstan,slovakia,kazakhstan,UEFA Nations League,12,12,0,0.3333333333333333,0.25,0.08333333333333331,0.25,0.25,0.0,1.3333333333333333,0.8333333333333334,0.4999999999999999,1.25,2.0,-0.75,0.08333333333333333,-1.1666666666666667,1.25,0,0,0,0,3964,2018-06-07,28.0,804.36,2018-06-07,117.0,272.85,,,,,89.0,531.51,,0,1,0,89.0,0.03571428571428571,0.008547008547008548,0.027167277167277164,0,0,0,0,0,0,1.25,0.35833333333333334
2022-06-06,2022,Latvia,Liechtenstein,latvia,liechtenstein,UEFA Nations League,12,12,0,0.3333333333333333,0.0,0.3333333333333333,0.25,0.08333333333333333,0.16666666666666669,1.1666666666666667,0.16666666666666666,1.0,1.4166666666666667,3.75,-2.333333333333333,-0.25,-3.5833333333333335,3.3333333333333335,0,0,0,2,3965,2018-06-07,129.0,230.04,2018-06-07,180.0,79.76,,,,,51.0,150.27999999999997,,0,1,0,51.0,0.007751937984496124,0.005555555555555556,0.002196382428940568,0,0,0,0,0,0,3.333333333333333,1.05
2022-06-06,2022,Andorra,Moldova,andorra,moldova,UEFA Nations League,12,12,0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.8333333333333334,0.75,0.08333333333333337,1.9166666666666667,2.1666666666666665,-0.24999999999999978,-1.0833333333333333,-1.4166666666666667,0.3333333333333335,0,0,0,1,3966,2018-06-07,130.0,228.81,2018-06-07,175.0,87.81,,,,,45.0,141.0,,0,1,0,45.0,0.007692307692307693,0.005714285714285714,0.0019780219780219785,0,0,0,0,0,0,0.33333333333333315,0.1916666666666667
2022-06-06,2022,South Korea,Chile,south korea,chile,Friendly,12,12,0,0.75,0.4166666666666667,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.0,1.9166666666666667,1.1666666666666667,0.75,0.75,1.5833333333333333,-0.8333333333333333,1.1666666666666667,-0.4166666666666667,1.5833333333333335,0,0,1,2,3967,2018-06-07,57.0,543.67,2018-06-07,9.0,1134.66,,,,,-48.0,-590.9900000000001,,0,0,0,48.0,0.017543859649122806,0.1111111111111111,-0.0935672514619883,0,1,-1,0,1,-1,1.5833333333333333,0.5791666666666667
2022-06-06,2022,Japan,Brazil,japan,brazil,Friendly,12,12,0,0.75,0.75,0.0,0.08333333333333333,0.25,-0.16666666666666669,1.75,2.4166666666666665,-0.6666666666666665,0.5,0.3333333333333333,0.16666666666666669,1.25,2.0833333333333335,-0.8333333333333335,0,0,1,0,3968,2018-06-07,61.0,520.75,2018-06-07,2.0,1430.57,,,,,-59.0,-909.8199999999999,,0,0,0,59.0,0.01639344262295082,0.5,-0.48360655737704916,0,1,-1,0,1,-1,-0.8333333333333333,-0.2416666666666667
2022-06-06,2022,Iceland,Albania,iceland,albania,UEFA Nations League,12,12,0,0.08333333333333333,0.4166666666666667,-0.33333333333333337,0.5,0.16666666666666666,0.33333333333333337,1.0833333333333333,1.0833333333333333,0.0,2.1666666666666665,1.25,0.9166666666666665,-1.0833333333333333,-0.16666666666666666,-0.9166666666666666,0,0,0,1,3969,2018-06-07,22.0,908.01,2018-06-07,58.0,537.79,,,,,36.0,370.22,,0,1,0,36.0,0.045454545454545456,0.017241379310344827,0.02821316614420063,0,0,0,1,0,1,-0.9166666666666665,-0.3458333333333333
2022-06-07,2022,Guyana,Bermuda,guyana,bermuda,CONCACAF Nations League,12,12,0,0.4166666666666667,0.25,0.16666666666666669,0.16666666666666666,0.25,-0.08333333333333334,1.9166666666666667,1.75,0.16666666666666674,1.6666666666666667,2.3333333333333335,-0.6666666666666667,0.25,-0.5833333333333334,0.8333333333333334,0,0,0,2,3971,2018-06-07,182.0,73.41,2018-06-07,178.0,81.64,,,,,-4.0,-8.230000000000004,,0,1,0,4.0,0.005494505494505495,0.0056179775280898875,-0.00012347203358439255,0,0,0,0,0,0,0.8333333333333335,0.2833333333333333
2022-06-07,2022,Zambia,Comoros,zambia,comoros,African Cup of Nations qualification,12,12,0,0.3333333333333333,0.5,-0.16666666666666669,0.16666666666666666,0.0,0.16666666666666666,1.3333333333333333,1.6666666666666667,-0.3333333333333335,1.5833333333333333,1.6666666666666667,-0.08333333333333348,-0.25,0.0,-0.25,0,0,0,2,3974,2018-06-07,76.0,420.31,2018-06-07,149.0,171.66,,,,,73.0,248.65,,1,0,1,73.0,0.013157894736842105,0.006711409395973154,0.00644648534086895,0,0,0,0,0,0,-0.25,-0.12083333333333335
2022-06-07,2022,Senegal,Rwanda,senegal,rwanda,African Cup of Nations qualification,12,12,0,0.5833333333333334,0.25,0.33333333333333337,0.3333333333333333,0.25,0.08333333333333331,1.3333333333333333,1.0833333333333333,0.25,0.4166666666666667,1.0,-0.5833333333333333,0.9166666666666666,0.08333333333333333,0.8333333333333333,0,0,0,2,3975,2018-06-07,27.0,837.98,2018-06-07,136.0,216.13,,,,,109.0,621.85,,1,0,1,109.0,0.037037037037037035,0.007352941176470588,0.029684095860566445,0,0,0,0,0,0,0.8333333333333333,0.4083333333333333
2022-06-07,2022,Jamaica,Suriname,jamaica,suriname,CONCACAF Nations League,12,12,0,0.16666666666666666,0.5833333333333334,-0.41666666666666674,0.4166666666666667,0.08333333333333333,0.33333333333333337,0.9166666666666666,2.0,-1.0833333333333335,1.5,1.0833333333333333,0.41666666666666674,-0.5833333333333334,0.9166666666666666,-1.5,0,0,0,2,3976,2018-06-07,54.0,588.13,2018-06-07,153.0,154.19,,,,,99.0,433.94,,0,1,0,99.0,0.018518518518518517,0.006535947712418301,0.011982570806100216,0,0,0,0,0,0,-1.5000000000000002,-0.5375000000000001
2022-06-07,2022,Finland,Montenegro,finland,montenegro,UEFA Nations League,12,12,0,0.25,0.25,0.0,0.25,0.3333333333333333,-0.08333333333333331,0.75,1.0,-0.25,1.1666666666666667,1.3333333333333333,-0.16666666666666652,-0.4166666666666667,-0.3333333333333333,-0.08333333333333337,0,0,0,2,3977,2018-06-07,63.0,486.43,2018-06-07,43.0,651.58,,,,,-20.0,-165.15000000000003,,0,1,0,20.0,0.015873015873015872,0.023255813953488372,-0.0073827980804725,0,0,0,0,0,0,-0.08333333333333348,-0.037500000000000006
2022-06-07,2022,Grenada,El Salvador,grenada,el salvador,CONCACAF Nations League,12,12,0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.25,-0.08333333333333334,0.5833333333333334,0.8333333333333334,-0.25,1.8333333333333333,1.5,0.33333333333333326,-1.25,-0.6666666666666666,-0.5833333333333334,0,0,0,1,3978,2018-06-07,168.0,101.53,2018-06-07,72.0,441.53,,,,,-96.0,-340.0,,0,1,0,96.0,0.005952380952380952,0.013888888888888888,-0.007936507936507936,0,0,0,0,0,0,-0.5833333333333333,-0.1625
2022-06-07,2022,Italy,Hungary,italy,hungary,UEFA Nations League,12,12,0,0.25,0.4166666666666667,-0.16666666666666669,0.5,0.25,0.25,1.25,1.1666666666666667,0.08333333333333326,1.0833333333333333,1.0833333333333333,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0,0,0,2,3979,2018-06-07,19.0,951.25,2018-06-07,51.0,611.82,,,,,32.0,339.42999999999995,,0,1,0,32.0,0.05263157894736842,0.0196078431372549,0.033023735810113516,0,0,0,1,0,1,0.08333333333333326,-0.020833333333333353
2022-06-07,2022,United Arab Emirates,Australia,united arab emirates,australia,FIFA World Cup qualification,12,12,0,0.4166666666666667,0.5,-0.08333333333333331,0.16666666666666666,0.25,-0.08333333333333334,0.8333333333333334,1.5,-0.6666666666666666,1.0833333333333333,0.8333333333333334,0.2499999999999999,-0.25,0.6666666666666666,-0.9166666666666666,1,1,0,0,3980,2018-06-07,77.0,417.66,2018-06-07,36.0,718.33,,,,,-41.0,-300.67,,1,0,0,41.0,0.012987012987012988,0.027777777777777776,-0.014790764790764788,0,0,0,0,0,0,-0.9166666666666665,-0.29166666666666663
2022-06-07,2022,Bosnia and Herzegovina,Romania,bosnia and herzegovina,romania,UEFA Nations League,12,12,0,0.25,0.3333333333333333,-0.08333333333333331,0.3333333333333333,0.25,0.08333333333333331,0.8333333333333334,0.9166666666666666,-0.08333333333333326,1.1666666666666667,0.8333333333333334,0.33333333333333337,-0.3333333333333333,0.08333333333333333,-0.41666666666666663,0,0,0,2,3981,2018-06-07,40.0,692.93,2018-06-07,30.0,781.66,,,,,-10.0,-88.73000000000002,,0,1,0,10.0,0.025,0.03333333333333333,-0.008333333333333331,0,0,0,0,0,0,-0.41666666666666663,-0.13333333333333333
2022-06-07,2022,Faroe Islands,Luxembourg,faroe islands,luxembourg,UEFA Nations League,12,12,0,0.25,0.25,0.0,0.08333333333333333,0.08333333333333333,0.0,0.9166666666666666,0.8333333333333334,0.08333333333333326,1.75,1.8333333333333333,-0.08333333333333326,-0.8333333333333334,-1.0,0.16666666666666663,0,0,0,0,3982,2018-06-07,90.0,375.91,2018-06-07,85.0,389.95,,,,,-5.0,-14.039999999999964,,0,1,0,5.0,0.011111111111111112,0.011764705882352941,-0.0006535947712418295,0,0,0,0,0,0,0.16666666666666652,0.04166666666666666
2022-06-07,2022,Lithuania,Turkey,lithuania,turkey,UEFA Nations League,12,12,0,0.16666666666666666,0.4166666666666667,-0.25,0.08333333333333333,0.16666666666666666,-0.08333333333333333,0.6666666666666666,2.0833333333333335,-1.416666666666667,2.3333333333333335,1.8333333333333333,0.5000000000000002,-1.6666666666666667,0.25,-1.9166666666666667,0,0,0,0,3983,2018-06-07,126.0,239.38,2018-06-07,38.0,706.39,,,,,-88.0,-467.01,,0,1,0,88.0,0.007936507936507936,0.02631578947368421,-0.018379281537176273,0,0,0,0,0,0,-1.9166666666666672,-0.6333333333333333
2022-06-07,2022,Germany,England,germany,england,UEFA Nations League,12,12,0,0.6666666666666666,0.6666666666666666,0.0,0.25,0.25,0.0,3.0833333333333335,3.1666666666666665,-0.08333333333333304,0.6666666666666666,0.5,0.16666666666666663,2.4166666666666665,2.6666666666666665,-0.25,0,0,0,1,3984,2018-06-07,1.0,1558.49,2018-06-07,12.0,1050.84,,,2022-06-07,2050.0,11.0,507.6500000000001,,0,1,0,11.0,1.0,0.08333333333333333,0.9166666666666666,1,0,1,1,1,0,-0.24999999999999967,-0.0625
2022-06-07,2022,Haiti,Montserrat,haiti,montserrat,CONCACAF Nations League,12,12,0,0.4166666666666667,0.3333333333333333,0.08333333333333337,0.08333333333333333,0.3333333333333333,-0.25,1.5,1.25,0.25,1.6666666666666667,1.4166666666666667,0.25,-0.16666666666666666,-0.16666666666666666,0.0,1,0,0,2,3985,2018-06-07,104.0,321.93,2018-06-07,204.0,4.25,,,,,100.0,317.68,,0,1,0,100.0,0.009615384615384616,0.004901960784313725,0.0047134238310708905,0,0,0,0,0,0,0.0,-0.004166666666666645
2022-06-08,2022,Bahrain,Bangladesh,bahrain,bangladesh,AFC Asian Cup qualification,12,12,0,0.5833333333333334,0.16666666666666666,0.41666666666666674,0.08333333333333333,0.4166666666666667,-0.33333333333333337,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0833333333333333,1.3333333333333333,-0.25,0.25,-0.6666666666666666,0.9166666666666666,1,0,0,2,3986,2018-06-07,113.0,289.25,2018-06-07,194.0,34.76,,,,,81.0,254.49,,1,0,1,81.0,0.008849557522123894,0.005154639175257732,0.003694918346866162,0,0,0,0,0,0,0.9166666666666666,0.3916666666666667
2022-06-08,2022,India,Cambodia,india,cambodia,AFC Asian Cup qualification,12,12,0,0.4166666666666667,0.3333333333333333,0.08333333333333337,0.3333333333333333,0.08333333333333333,0.25,1.25,1.0833333333333333,0.16666666666666674,1.0,3.1666666666666665,-2.1666666666666665,0.25,-2.0833333333333335,2.3333333333333335,0,0,0,2,3987,2018-06-07,97.0,349.92,2018-06-07,166.0,103.2,,,,,69.0,246.72000000000003,,1,0,1,69.0,0.010309278350515464,0.006024096385542169,0.004285181964973295,0,0,0,0,0,0,2.333333333333333,0.6791666666666667
